isaac,1,2023-06-06T23:03:30.888899338
isaac,2,2023-06-06T23:03:32.875074513
isaac,3,2023-06-06T23:03:36.145549903
isaac,4,2023-06-06T23:03:38.024016864
isaac,5,2023-06-06T23:03:39.916893232
isaac,6,2023-06-06T23:03:41.824180418
isaac,7,2023-06-06T23:03:44.110527255
isaac,8,2023-06-06T23:03:46.574426795
isaac,9,2023-06-06T23:03:49.427998520
isaac,10,2023-06-06T23:03:51.861633662
isaac,1,2023-06-07T01:21:20.811417776,REDORANGEPINKBLUE
